t_s,pressure_kpa,setpoint_kpa,valve_pct,phase,diverter,in_band
211.7,60.157,60.0,23.74,collecting,1,1
211.75,60.534,60.0,21.07,collecting,1,1
211.8,60.265,60.0,23.01,collecting,1,1
211.85,60.275,60.0,22.91,collecting,1,1
211.9,60.477,60.0,21.5,collecting,1,1
211.95,59.916,60.0,25.41,collecting,1,1
212.0,60.547,60.0,20.9,collecting,1,1
212.05,60.153,60.0,23.71,collecting,1,1
212.1,60.155,60.0,23.63,collecting,1,1
212.15,60.322,60.0,22.42,collecting,1,1
212.2,60.324,60.0,22.43,collecting,1,1
212.25,60.307,60.0,22.55,collecting,1,1
212.3,60.147,60.0,23.66,collecting,1,1
212.35,60.154,60.0,23.55,collecting,1,1
212.4,60.323,60.0,22.34,collecting,1,1
212.45,60.133,60.0,23.66,collecting,1,1
212.5,60.253,60.0,22.79,collecting,1,1
212.55,60.252,60.0,22.79,collecting,1,1
212.6,60.018,60.0,24.39,collecting,1,1
212.65,60.165,60.0,23.29,collecting,1,1
212.7,60.335,60.0,22.1,collecting,1,1
212.75,60.133,60.0,23.54,collecting,1,1
212.8,59.807,60.0,25.74,collecting,1,1
212.85,60.032,60.0,24.03,collecting,1,1
212.9,60.207,60.0,22.77,collecting,1,1
212.95,60.147,60.0,23.21,collecting,1,1
213.0,60.31,60.0,22.08,collecting,1,1
213.05,59.971,60.0,24.48,collecting,1,1
213.1,60.111,60.0,23.43,collecting,1,1
213.15,60.2,60.0,22.81,collecting,1,1
213.2,59.977,60.0,24.36,collecting,1,1
213.25,59.999,60.0,24.14,collecting,1,1
213.3,59.849,60.0,25.12,collecting,1,1
213.35,59.932,60.0,24.45,collecting,1,1
213.4,59.981,60.0,24.06,collecting,1,1
213.45,60.151,60.0,22.87,collecting,1,1
213.5,60.067,60.0,23.49,collecting,1,1
213.55,59.759,60.0,25.61,collecting,1,1
213.6,59.936,60.0,24.27,collecting,1,1
213.65,60.147,60.0,22.8,collecting,1,1
213.7,60.144,60.0,22.87,collecting,1,1
213.75,59.865,60.0,24.83,collecting,1,1
213.8,60.068,60.0,23.37,collecting,1,1
213.85,59.838,60.0,24.97,collecting,1,1
213.9,59.733,60.0,25.62,collecting,1,1
213.95,59.66,60.0,26.02,collecting,1,1
214.0,59.718,60.0,25.51,collecting,1,1
214.05,59.882,60.0,24.31,collecting,1,1
214.1,59.603,60.0,26.22,collecting,1,1
214.15,60.025,60.0,23.21,collecting,1,1
214.2,59.718,60.0,25.4,collecting,1,1
214.25,59.807,60.0,24.72,collecting,1,1
214.3,59.979,60.0,23.53,collecting,1,1
214.35,59.642,60.0,25.9,collecting,1,1
214.4,59.874,60.0,24.22,collecting,1,1
214.45,59.776,60.0,24.91,collecting,1,1
214.5,59.727,60.0,25.24,collecting,1,1
214.55,59.609,60.0,26.01,collecting,1,1
214.6,59.578,60.0,26.15,collecting,1,1
214.65,59.769,60.0,24.76,collecting,1,1
214.7,59.921,60.0,23.72,collecting,1,1
214.75,59.71,60.0,25.24,collecting,1,1
214.8,59.888,60.0,23.99,collecting,1,1
214.85,59.45,60.0,27.06,collecting,1,1
214.9,59.785,60.0,24.63,collecting,1,1
214.95,59.882,60.0,23.98,collecting,1,1
215.0,59.44,60.0,27.08,collecting,1,1
215.05,59.226,60.0,28.43,collecting,1,1
